院校代号,院校名称,计划,实际投档人数,投档最低分,语文,数学,外语听力
1495,哈尔滨工业大学,8,8,580,114,119,00
1500,哈尔滨工程大学,22,22,545,114,103,26
1505,南京航空航天大学,15,16,569,127,107,05
1515,西北工业大学,8,8,574,109,134,20
1520,暨南大学,23,23,579,111,132,12
1550,北京工商大学,9,10,555,111,102,24
1560,北京工业大学,2,2,558,109,110,08
1565,北京第二外国语学院,12,12,574,109,117,30
1605,天津医科大学,4,4,554,110,111,11
1630,河北工业大学,10,10,549,118,114,26
1635,燕山大学,10,10,544,122,097,00
1640,石家庄铁道大学,11,11,530,111,106,20
1660,山西大学,54,55,534,105,109,00
1680,内蒙古大学,7,7,535,112,100,09
1690,辽宁大学,56,56,554,122,099,12
1695,辽宁工程技术大学,30,30,520,106,074,24
1710,沈阳农业大学,10,10,520,115,100,00
1725,东北财经大学,11,11,575,113,129,26
1725,东北财经大学(较高收费),15,15,526,107,100,11
1740,延边大学,8,8,539,103,107,09
1745,长春理工大学,9,10,523,110,103,12
1760,东北农业大学,12,12,540,109,115,11
1765,哈尔滨医科大学,3,3,528,121,110,24
1790,上海大学,11,11,583,115,125,00
1795,上海理工大学,22,23,555,114,120,12
1795,上海理工大学(较高收费),8,8,539,122,096,11
1805,上海对外经贸大学,46,46,567,119,109,27
1810,华东政法大学,57,57,574,103,109,08
1830,苏州大学,48,53,578,113,107,09
1835,扬州大学,5,5,549,107,102,12
1840,江苏大学,12,12,555,113,125,08
1845,南京工业大学,16,23,543,114,099,17
1855,南京师范大学,28,31,575,119,099,11
1860,南京信息工程大学,24,25,541,097,101,27
1880,宁波大学,37,37,552,110,122,12
1885,安徽大学,36,38,556,108,101,06
1895,福州大学,14,14,564,106,115,20
1910,南昌大学,43,48,555,124,098,09
1915,江西财经大学,29,30,562,114,113,12
1930,湘潭大学,80,80,547,117,100,09
1935,湖南师范大学,28,34,559,124,116,09
1960,广东外语外贸大学,13,13,571,114,122,08
1965,深圳大学,13,13,567,126,115,08
1970,华南农业大学,15,17,543,108,122,11
1975,广州中医药大学,9,10,564,118,114,18
1985,华南师范大学,11,11,566,123,121,21
2000,广西大学,8,8,528,116,081,27
2000,广西大学(较高收费),4,0,　,0,0,0
2030,西南政法大学,38,40,570,117,113,11
2030,西南政法大学(较高收费),6,6,556,108,119,24
2035,重庆邮电大学,5,5,539,112,093,21
2080,云南大学,15,15,555,121,103,11
2090,西北大学,20,21,571,117,114,00
2095,陕西科技大学,10,10,533,110,102,09
2100,西安建筑科技大学,10,12,540,114,094,29
2105,西安邮电大学,5,5,543,109,129,11
2110,西安外国语大学,14,15,555,118,112,11
2115,西北政法大学,36,36,555,110,108,11
2120,新疆大学,48,48,519,113,097,18
2125,青海大学,19,19,531,107,094,09
2130,石河子大学,46,47,527,111,086,11
2205,青岛大学,18,18,549,116,097,05
2210,湖北大学,28,29,544,111,106,12
2215,中国民航大学,13,13,543,114,084,03
2220,武汉科技大学,30,30,550,105,111,29
2225,首都师范大学,6,6,557,113,129,08
2230,天津财经大学,35,35,564,105,118,09
2240,南京审计大学,65,65,562,121,117,26
2250,天津外国语大学,53,54,553,111,106,12
2255,浙江理工大学,20,20,542,115,103,00
2265,南京财经大学,34,36,560,127,080,12
2270,江苏科技大学,23,24,536,118,096,17
2280,北京建筑大学,2,2,539,120,108,00
2285,沈阳建筑大学,9,9,522,120,095,20
2290,中国计量大学,15,15,539,118,108,26
2295,南华大学,10,10,528,119,096,17
2300,长沙理工大学,24,25,533,115,106,09
2305,贵州大学,14,15,547,120,102,11
2310,南方医科大学,15,16,547,119,084,26
2315,南京邮电大学,32,32,549,120,105,00
2320,北方工业大学,12,12,542,112,120,02
2325,华侨大学,28,28,544,127,107,14
2330,西安工业大学,6,6,531,109,108,20
2340,汕头大学,14,14,554,122,108,26
2345,宁波诺丁汉大学,14,14,546,103,108,29
2350,大连民族大学,8,8,526,126,104,09
2360,温州肯恩大学,7,7,519,109,107,08
2365,太原理工大学,19,19,547,115,098,26
2375,东北石油大学,11,10,517,103,096,11
2380,北京信息科技大学,12,12,541,115,113,11
2385,安徽财经大学,27,27,549,124,092,14
2385,安徽财经大学(较高收费),1,1,517,110,098,00
2390,上海师范大学,101,101,549,116,103,09
2390,上海师范大学(较高收费),15,15,533,108,122,11
2395,集美大学,21,21,548,112,130,17
2400,北京物资学院,14,14,540,109,115,17
2405,天津师范大学,47,49,546,115,107,24
2410,青岛理工大学,5,5,536,104,108,15
2415,浙江工业大学,15,15,540,111,098,26
2425,湖南科技大学,36,38,531,119,103,21
2435,江西理工大学,21,8,517,103,107,09
2450,成都理工大学,5,9,530,110,094,09
2500,首都经济贸易大学,8,8,567,125,105,09
2505,南京林业大学,10,10,540,119,071,00
2510,西南科技大学,20,21,526,112,086,23
2515,西南石油大学,25,25,527,101,112,17
2520,西安工程大学,31,37,519,107,084,09
2525,天津工业大学,16,16,537,108,102,17
2530,中北大学,8,8,529,113,099,09
2535,西安科技大学,6,6,530,109,118,14
2540,河北科技大学,8,2,517,113,107,00
2550,北京联合大学,6,6,542,118,106,08
2565,南通大学,17,17,533,120,095,09
2575,浙江师范大学,13,14,544,114,105,09
2610,黑龙江中医药大学,10,9,518,104,087,17
2615,湖南中医药大学,35,37,542,109,116,09
2620,成都中医药大学,2,2,566,111,101,12
2655,湖北中医药大学,21,21,530,115,110,00
2750,海南大学,113,118,543,127,106,27
2750,海南大学(较高收费),3,3,518,098,100,14
2755,宁夏大学,15,15,536,105,108,12
2780,山东科技大学,20,20,534,122,081,29
2780,山东科技大学(较高收费),5,2,521,110,083,03
2785,河北大学,34,34,537,115,106,26
2790,辽宁石油化工大学,7,7,519,100,105,24
2795,沈阳工业大学,9,9,528,100,092,00
2800,中南林业科技大学,42,44,532,112,092,21
2805,西安理工大学,8,8,529,109,093,11
2850,广州大学,16,17,551,120,123,21
2855,广州医科大学,5,5,521,116,091,17
2860,上海海事大学,27,28,552,102,120,11
2865,重庆交通大学,10,10,535,107,092,23
2875,上海海洋大学,21,21,540,108,100,11
2875,上海海洋大学(较高收费),4,4,532,104,112,08
2880,常州大学,8,8,532,110,080,12
2885,华东交通大学,26,27,518,109,077,27
2890,重庆工商大学,18,19,548,116,114,23
2895,武汉工程大学,10,10,528,111,091,11
2905,三峡大学,32,33,517,108,092,00
2910,四川外国语大学,7,8,555,113,097,11
2920,山西财经大学,20,20,541,116,085,14
2925,上海立信会计金融学院,18,18,565,110,117,21
3020,西南民族大学,17,17,526,116,113,06
3040,上海电力学院,18,18,524,105,095,23
3175,北京印刷学院,7,7,537,115,102,24
3240,天津商业大学,13,13,544,108,114,08
3595,大连外国语大学,56,56,541,110,096,00
3695,黑龙江大学,32,27,517,124,095,00
3725,哈尔滨商业大学,35,35,529,108,087,15
3815,上海应用技术大学,15,15,520,107,088,06
4055,杭州师范大学,33,33,540,107,102,05
4060,浙江工商大学,19,19,554,113,115,12
4195,福建农林大学,2,2,527,110,114,08
4205,福建师范大学,49,50,536,103,093,09
4275,东华理工大学,4,1,522,104,102,00
4350,济南大学,30,30,536,120,117,15
4395,山东师范大学,35,41,533,115,096,09
4485,山东财经大学,45,45,545,114,102,30
4550,湖北工业大学,15,15,526,111,088,20
4575,武汉纺织大学(原武汉科技学院),2,4,518,106,104,14
4700,湖南农业大学,20,20,526,115,094,00
4890,北京师范大学-香港浸会大学联合国际学院,14,5,517,108,084,08
5035,重庆理工大学,14,14,535,110,102,27
5055,重庆师范大学,9,9,522,103,099,00
5080,四川师范大学,26,28,522,107,094,11
5100,西华大学,16,16,522,109,098,18
5115,西南医科大学(原泸州医学院),5,3,519,112,092,00
5230,昆明理工大学,6,6,536,109,099,11
5610,上海政法学院,62,64,542,100,113,17
5995,郑州大学(中外合作办学),448,470,518,108,093,09
6000,郑州大学,784,823,556,115,124,23
6000,郑州大学(护理),150,101,517,096,106,11
6005,河南大学,953,991,537,116,107,06
6009,河南大学(中外合作办学),100,27,517,096,111,06
6010,河南农业大学,58,58,522,103,114,09
6015,河南中医药大学,422,398,517,100,090,08
6030,河南师范大学,411,427,526,110,108,06
6080,河南财经政法大学,1066,1098,528,111,113,15
6080,河南财经政法大学(较高收费),115,70,517,096,118,11
6085,河南科技大学,112,114,522,110,104,14
6095,华北水利水电大学,40,40,525,106,102,24
6100,河南理工大学,132,139,521,114,112,12
6105,河南工业大学,117,117,523,109,099,09
6115,中原工学院,51,32,517,108,087,11
